cell_id,LST_Celsius,NDVI,NDBI,Elevation,lon,lat,road_length_m,distance_to_coast_m
3957,44.08696650025425,0.1275292382174389,0.060643554624724,18.433130699088156,67.18829603000646,24.810208298395093,11365.010160872243,362.3002511802753
3958,43.9890249444494,0.1019081733999274,0.0522842602534416,22.38593339781679,67.18823039001205,24.81472169038007,21271.75962452326,835.705569039551
3959,44.68416629669753,0.1163133869293682,0.0545125898065919,21.924202678448168,67.18816473407759,24.819235079479032,20229.98034131428,1308.5682971585109
3960,45.97878230960102,0.2187640068344804,0.0692512458600006,23.566201850062136,67.18809906220062,24.823748465691555,3208.3188275231623,1602.4527265854176
3961,44.86471385907713,0.3261056780354252,0.0082409220278107,25.31762917933132,67.18803337437858,24.82826184901726,1294.0079945293216,1980.7469533578576
3962,43.75233945726961,0.3274801473858048,-0.0192785628026228,28.441619455575527,67.1879676706089,24.83277522945572,3218.4522438907206,2403.926422587423
3963,43.00071938253523,0.1626155823108807,0.0233503709168417,26.6681855840928,67.1879019508891,24.83728860700653,17139.677531215235,2852.080994092486
3964,43.58258225487721,0.1261136508233522,0.0391262239291991,25.48399116754071,67.1878362152166,24.841801981669285,12862.2895962642,3315.0972456610507
3965,44.30059206221458,0.1338899359529965,0.0425138203231018,22.465276818997665,67.18777046358892,24.84631535344357,11026.60440871112,3786.429247336255
3966,45.29628096806462,0.1659564875423368,0.0286369563816205,21.16109884041965,67.18770469600344,24.850828722329,3283.759297600762,4253.907885447996
3967,45.6440477872306,0.1141071654147318,0.0495543794665718,20.604939975162136,67.18763891245767,24.855342088325145,7411.699238162077,4728.045912460978
3968,45.03575758384108,0.2419459383697592,0.0148240036941558,15.471164459161148,67.18757311294908,24.8598554514316,3728.359675486743,5207.024486448545
3969,45.3029582792219,0.1991822457515006,0.0294755589802452,18.44150110375276,67.18750729747511,24.86436881164797,5264.987050962772,5689.6212399679325
